provider_id,full_name,registration_number,mci_number,license_id,specialization,phone,email,clinic_name,address,city,state,zipcode,license_valid_from,license_valid_to,verification_status,data_quality_score
2511,Dr. Provider 2511,WBMC/04315,MHMC/52894,LIC3711269,Orthopedic Surgeon,+916476878555,provider2511@hospital.com,Clinic 2511,58 Health Street,Kochi,RJ,675486,2010-01-01,2028-12-31,Expired,95
2512,Dr. Provider 2512,UPMC/50555,WBMC/71853,LIC5582628,Gynecologist,+918468386385,provider2512@hospital.com,Clinic 2512,187 Health Street,Jaipur,KL,460711,2020-01-01,2029-12-31,Pending,73
2513,Dr. Provider 2513,WBMC/46070,APMC/98274,LIC6223125,Pediatrician,+917163826433,provider2513@hospital.com,Clinic 2513,174 Health Street,Jaipur,DL,432025,2012-01-01,2030-12-31,Expired,90
2514,Dr. Provider 2514,APMC/33987,UPMC/58925,LIC1625318,Gynecologist,+919951534076,provider2514@hospital.com,Clinic 2514,44 Health Street,Jaipur,GJ,637990,2018-01-01,2029-12-31,Verified,53
2515,Dr. Provider 2515,TNMC/11499,APMC/15871,LIC6273573,General Physician,+918556056486,provider2515@hospital.com,Clinic 2515,96 Health Street,Kochi,TN,415639,2018-01-01,2028-12-31,Pending,77
2516,Dr. Provider 2516,DLMC/47859,KLMC/78302,LIC5444473,Pediatrician,+919767607120,provider2516@hospital.com,Clinic 2516,135 Health Street,Kolkata,KL,420089,2014-01-01,2026-12-31,Pending,70
2517,Dr. Provider 2517,DLMC/36885,UPMC/95424,LIC9203415,General Physician,+917589805085,provider2517@hospital.com,Clinic 2517,148 Health Street,Delhi,KL,596816,2010-01-01,2029-12-31,Pending,85
2518,Dr. Provider 2518,WBMC/44531,WBMC/32841,LIC6179639,Orthopedic Surgeon,+917107613183,provider2518@hospital.com,Clinic 2518,88 Health Street,Kochi,GJ,668028,2014-01-01,2027-12-31,Expired,69
2519,Dr. Provider 2519,WBMC/26557,WBMC/14482,LIC7556274,Neurologist,+916613242541,provider2519@hospital.com,Clinic 2519,48 Health Street,Kolkata,UP,562909,2015-01-01,2025-12-31,Pending,52
2520,Dr. Provider 2520,GJMC/44768,KAMC/81503,LIC7119239,Neurologist,+918685294434,provider2520@hospital.com,Clinic 2520,117 Health Street,Mumbai,WB,580639,2019-01-01,2026-12-31,Pending,70
2521,Dr. Provider 2521,WBMC/75803,GJMC/97249,LIC1773409,Neurologist,+917311776070,provider2521@hospital.com,Clinic 2521,169 Health Street,Lucknow,UP,427353,2019-01-01,2025-12-31,Verified,43
2522,Dr. Provider 2522,WBMC/69095,RJMC/18753,LIC2620519,Psychiatrist,+916187768044,provider2522@hospital.com,Clinic 2522,24 Health Street,Bengaluru,KL,629160,2017-01-01,2030-12-31,Verified,71
2523,Dr. Provider 2523,KAMC/18501,KAMC/32568,LIC1199848,Neurologist,+918874654964,provider2523@hospital.com,Clinic 2523,50 Health Street,Chennai,KL,593094,2021-01-01,2025-12-31,Expired,55
2524,Dr. Provider 2524,RJMC/67992,KLMC/99821,LIC4985991,Cardiologist,+918007549486,provider2524@hospital.com,Clinic 2524,129 Health Street,Jaipur,MH,421524,2014-01-01,2029-12-31,Verified,84
2525,Dr. Provider 2525,KLMC/09334,WBMC/40953,LIC7683611,Psychiatrist,+917799135357,provider2525@hospital.com,Clinic 2525,123 Health Street,Lucknow,RJ,663413,2010-01-01,2029-12-31,Verified,69
2526,Dr. Provider 2526,TNMC/02174,GJMC/30949,LIC8904599,Pediatrician,+917023294113,provider2526@hospital.com,Clinic 2526,19 Health Street,Lucknow,KL,455321,2014-01-01,2028-12-31,Pending,89
2527,Dr. Provider 2527,DLMC/78734,APMC/25378,LIC1126736,Cardiologist,+916927975508,provider2527@hospital.com,Clinic 2527,176 Health Street,Ahmedabad,RJ,510399,2016-01-01,2025-12-31,Pending,42
2528,Dr. Provider 2528,TNMC/51189,TNMC/00134,LIC9206247,Pediatrician,+917212749984,provider2528@hospital.com,Clinic 2528,171 Health Street,Kolkata,KL,621606,2011-01-01,2026-12-31,Expired,57
2529,Dr. Provider 2529,MHMC/78274,WBMC/40602,LIC9157001,General Physician,+918438577937,provider2529@hospital.com,Clinic 2529,136 Health Street,Ahmedabad,TN,552549,2018-01-01,2025-12-31,Pending,55
2530,Dr. Provider 2530,GJMC/08328,MHMC/94987,LIC6906399,Gynecologist,+918793745880,provider2530@hospital.com,Clinic 2530,50 Health Street,Ahmedabad,UP,500669,2014-01-01,2028-12-31,Expired,42
2531,Dr. Provider 2531,DLMC/44306,KAMC/81936,LIC5262239,Neurologist,+916050147385,provider2531@hospital.com,Clinic 2531,33 Health Street,Chennai,KL,532315,2019-01-01,2028-12-31,Pending,50
2532,Dr. Provider 2532,KAMC/75338,UPMC/51495,LIC5669417,Neurologist,+916007594475,provider2532@hospital.com,Clinic 2532,175 Health Street,Bengaluru,TN,467227,2016-01-01,2028-12-31,Expired,92
2533,Dr. Provider 2533,DLMC/72888,MHMC/71890,LIC7926348,Gynecologist,+918032998610,provider2533@hospital.com,Clinic 2533,195 Health Street,Ahmedabad,MH,428908,2015-01-01,2025-12-31,Verified,48
2534,Dr. Provider 2534,DLMC/52709,DLMC/28783,LIC6126072,Pediatrician,+919917535089,provider2534@hospital.com,Clinic 2534,152 Health Street,Kochi,DL,421169,2016-01-01,2030-12-31,Pending,77
2535,Dr. Provider 2535,GJMC/29217,TNMC/59193,LIC2219013,Psychiatrist,+918684836417,provider2535@hospital.com,Clinic 2535,68 Health Street,Jaipur,WB,400126,2015-01-01,2028-12-31,Pending,76
2536,Dr. Provider 2536,MHMC/28387,TNMC/22775,LIC4474255,Neurologist,+917038378996,provider2536@hospital.com,Clinic 2536,39 Health Street,Ahmedabad,WB,501841,2014-01-01,2027-12-31,Expired,100
2537,Dr. Provider 2537,UPMC/82343,MHMC/65822,LIC4319053,Gynecologist,+919088130683,provider2537@hospital.com,Clinic 2537,133 Health Street,Ahmedabad,TN,576787,2010-01-01,2030-12-31,Verified,84
2538,Dr. Provider 2538,DLMC/85291,DLMC/81909,LIC3238237,General Physician,+916683126856,provider2538@hospital.com,Clinic 2538,143 Health Street,Kolkata,WB,608462,2012-01-01,2029-12-31,Pending,97
2539,Dr. Provider 2539,KLMC/75695,KAMC/24669,LIC6668006,Psychiatrist,+917482969686,provider2539@hospital.com,Clinic 2539,46 Health Street,Ahmedabad,WB,463143,2013-01-01,2028-12-31,Expired,45
2540,Dr. Provider 2540,DLMC/39193,WBMC/26715,LIC7800188,Gynecologist,+919277309573,provider2540@hospital.com,Clinic 2540,185 Health Street,Chennai,TN,512279,2017-01-01,2027-12-31,Pending,57
2541,Dr. Provider 2541,APMC/80690,TNMC/25700,LIC6065684,Neurologist,+919144976497,provider2541@hospital.com,Clinic 2541,7 Health Street,Kochi,MH,494905,2012-01-01,2029-12-31,Pending,79
2542,Dr. Provider 2542,KAMC/16256,KLMC/81775,LIC7696622,Gynecologist,+916583399880,provider2542@hospital.com,Clinic 2542,77 Health Street,Ahmedabad,KA,687879,2011-01-01,2030-12-31,Verified,59
2543,Dr. Provider 2543,KLMC/23088,KAMC/51093,LIC3205690,Neurologist,+917640565465,provider2543@hospital.com,Clinic 2543,83 Health Street,Mumbai,RJ,546043,2012-01-01,2025-12-31,Expired,69
2544,Dr. Provider 2544,UPMC/92219,APMC/61200,LIC4078066,ENT Specialist,+917040801561,provider2544@hospital.com,Clinic 2544,129 Health Street,Bengaluru,RJ,476490,2018-01-01,2025-12-31,Expired,55
2545,Dr. Provider 2545,APMC/62477,DLMC/76003,LIC6996608,Cardiologist,+918478431391,provider2545@hospital.com,Clinic 2545,111 Health Street,Ahmedabad,UP,507836,2020-01-01,2028-12-31,Verified,62
2546,Dr. Provider 2546,WBMC/19856,KAMC/39624,LIC6325145,Psychiatrist,+919152876310,provider2546@hospital.com,Clinic 2546,89 Health Street,Hyderabad,UP,679114,2014-01-01,2029-12-31,Verified,58
2547,Dr. Provider 2547,MHMC/07414,TNMC/12668,LIC9153395,General Physician,+919678199203,provider2547@hospital.com,Clinic 2547,180 Health Street,Lucknow,KL,537252,2012-01-01,2029-12-31,Expired,99
2548,Dr. Provider 2548,WBMC/88022,RJMC/89595,LIC7910102,General Physician,+918702608189,provider2548@hospital.com,Clinic 2548,42 Health Street,Hyderabad,AP,423200,2010-01-01,2029-12-31,Pending,57
2549,Dr. Provider 2549,APMC/21704,APMC/70551,LIC3340806,Psychiatrist,+919108494356,provider2549@hospital.com,Clinic 2549,38 Health Street,Kochi,TN,625037,2010-01-01,2029-12-31,Verified,79
2550,Dr. Provider 2550,KAMC/82454,UPMC/93035,LIC8660793,ENT Specialist,+919102497711,provider2550@hospital.com,Clinic 2550,191 Health Street,Ahmedabad,WB,508844,2015-01-01,2026-12-31,Pending,42
2551,Dr. Provider 2551,GJMC/04168,KAMC/57404,LIC2667643,General Physician,+919294962888,provider2551@hospital.com,Clinic 2551,13 Health Street,Kochi,WB,666735,2010-01-01,2030-12-31,Expired,50
2552,Dr. Provider 2552,RJMC/90708,MHMC/44148,LIC9628897,Psychiatrist,+918843105267,provider2552@hospital.com,Clinic 2552,76 Health Street,Lucknow,WB,647135,2020-01-01,2030-12-31,Expired,83
2553,Dr. Provider 2553,DLMC/59184,GJMC/87592,LIC5173289,General Physician,+917440912515,provider2553@hospital.com,Clinic 2553,124 Health Street,Chennai,TN,671851,2012-01-01,2029-12-31,Expired,94
2554,Dr. Provider 2554,KLMC/33338,MHMC/12980,LIC6543043,General Physician,+916465285896,provider2554@hospital.com,Clinic 2554,76 Health Street,Bengaluru,TN,438502,2016-01-01,2025-12-31,Verified,53
2555,Dr. Provider 2555,UPMC/99111,KAMC/62218,LIC9899454,Cardiologist,+918367494454,provider2555@hospital.com,Clinic 2555,121 Health Street,Bengaluru,RJ,596156,2016-01-01,2029-12-31,Pending,92
2556,Dr. Provider 2556,TNMC/36341,DLMC/87912,LIC8976981,Neurologist,+918914551352,provider2556@hospital.com,Clinic 2556,168 Health Street,Hyderabad,KA,401594,2020-01-01,2026-12-31,Expired,68
2557,Dr. Provider 2557,WBMC/98656,WBMC/24929,LIC4187104,Cardiologist,+919656118870,provider2557@hospital.com,Clinic 2557,108 Health Street,Jaipur,AP,495074,2010-01-01,2025-12-31,Verified,73
2558,Dr. Provider 2558,UPMC/85677,MHMC/74887,LIC6596813,Gynecologist,+917865079447,provider2558@hospital.com,Clinic 2558,6 Health Street,Kochi,KA,688087,2017-01-01,2025-12-31,Verified,42
2559,Dr. Provider 2559,KLMC/73148,KLMC/99824,LIC0896081,Dermatologist,+919034326519,provider2559@hospital.com,Clinic 2559,193 Health Street,Jaipur,RJ,646077,2021-01-01,2029-12-31,Verified,74
2560,Dr. Provider 2560,KAMC/48979,KLMC/27165,LIC7755639,Cardiologist,+919354887487,provider2560@hospital.com,Clinic 2560,13 Health Street,Chennai,RJ,507456,2014-01-01,2030-12-31,Verified,41
2561,Dr. Provider 2561,TNMC/97098,RJMC/05278,LIC3824253,Psychiatrist,+916065312699,provider2561@hospital.com,Clinic 2561,8 Health Street,Jaipur,RJ,542614,2012-01-01,2027-12-31,Pending,70
2562,Dr. Provider 2562,KAMC/55254,KAMC/27946,LIC5398250,General Physician,+918659506085,provider2562@hospital.com,Clinic 2562,122 Health Street,Chennai,MH,638992,2021-01-01,2027-12-31,Expired,57
2563,Dr. Provider 2563,KAMC/38321,GJMC/04053,LIC4057449,Orthopedic Surgeon,+916422627956,provider2563@hospital.com,Clinic 2563,118 Health Street,Hyderabad,GJ,621731,2011-01-01,2030-12-31,Verified,58
2564,Dr. Provider 2564,UPMC/38846,RJMC/09753,LIC2190257,Neurologist,+916576034157,provider2564@hospital.com,Clinic 2564,188 Health Street,Mumbai,MH,449679,2019-01-01,2027-12-31,Verified,99
2565,Dr. Provider 2565,WBMC/25044,TNMC/17124,LIC7494399,Pediatrician,+916114777338,provider2565@hospital.com,Clinic 2565,21 Health Street,Hyderabad,WB,435352,2010-01-01,2030-12-31,Expired,57
2566,Dr. Provider 2566,APMC/35671,WBMC/83128,LIC1689236,Dermatologist,+917211093846,provider2566@hospital.com,Clinic 2566,131 Health Street,Hyderabad,DL,583938,2018-01-01,2028-12-31,Pending,48
2567,Dr. Provider 2567,DLMC/98432,MHMC/58395,LIC6568402,Pediatrician,+919640686108,provider2567@hospital.com,Clinic 2567,156 Health Street,Delhi,KA,459132,2016-01-01,2029-12-31,Verified,82
2568,Dr. Provider 2568,KAMC/88592,DLMC/88953,LIC4709497,Neurologist,+916748409904,provider2568@hospital.com,Clinic 2568,75 Health Street,Bengaluru,KL,485495,2012-01-01,2028-12-31,Verified,75
2569,Dr. Provider 2569,WBMC/80352,KLMC/85191,LIC4625479,Neurologist,+917694028556,provider2569@hospital.com,Clinic 2569,7 Health Street,Chennai,DL,649895,2012-01-01,2025-12-31,Verified,68
2570,Dr. Provider 2570,UPMC/27923,UPMC/38912,LIC3617173,Neurologist,+919725301662,provider2570@hospital.com,Clinic 2570,44 Health Street,Jaipur,TN,578698,2022-01-01,2029-12-31,Verified,97
2571,Dr. Provider 2571,GJMC/01638,RJMC/43763,LIC6151063,Pediatrician,+919402289243,provider2571@hospital.com,Clinic 2571,29 Health Street,Jaipur,KA,602878,2014-01-01,2030-12-31,Pending,75
2572,Dr. Provider 2572,TNMC/50852,GJMC/93398,LIC5185503,Cardiologist,+917235033237,provider2572@hospital.com,Clinic 2572,22 Health Street,Lucknow,KA,406112,2019-01-01,2027-12-31,Pending,98
2573,Dr. Provider 2573,RJMC/99234,APMC/19911,LIC9035420,General Physician,+918798296908,provider2573@hospital.com,Clinic 2573,46 Health Street,Kochi,TN,523062,2012-01-01,2029-12-31,Pending,77
2574,Dr. Provider 2574,TNMC/11759,RJMC/98056,LIC7109056,Psychiatrist,+917101049232,provider2574@hospital.com,Clinic 2574,38 Health Street,Mumbai,KA,418878,2021-01-01,2027-12-31,Verified,45
2575,Dr. Provider 2575,KLMC/60159,RJMC/65984,LIC8843082,Pediatrician,+917195612921,provider2575@hospital.com,Clinic 2575,168 Health Street,Mumbai,KL,689717,2022-01-01,2025-12-31,Verified,67
2576,Dr. Provider 2576,DLMC/74153,WBMC/64744,LIC0767812,Neurologist,+917285940200,provider2576@hospital.com,Clinic 2576,29 Health Street,Lucknow,WB,648558,2022-01-01,2027-12-31,Pending,76
2577,Dr. Provider 2577,DLMC/58767,TNMC/39830,LIC1824459,ENT Specialist,+917681987628,provider2577@hospital.com,Clinic 2577,81 Health Street,Kochi,UP,530119,2022-01-01,2026-12-31,Pending,94
2578,Dr. Provider 2578,KLMC/96795,WBMC/69327,LIC1478259,Neurologist,+917615307863,provider2578@hospital.com,Clinic 2578,56 Health Street,Kochi,MH,620391,2022-01-01,2030-12-31,Pending,93
2579,Dr. Provider 2579,DLMC/40786,WBMC/95520,LIC5847302,Psychiatrist,+918943444745,provider2579@hospital.com,Clinic 2579,18 Health Street,Kochi,RJ,624250,2012-01-01,2026-12-31,Pending,52
2580,Dr. Provider 2580,RJMC/00731,GJMC/79142,LIC2342574,Dermatologist,+918772065320,provider2580@hospital.com,Clinic 2580,109 Health Street,Lucknow,UP,615887,2014-01-01,2029-12-31,Verified,51
2581,Dr. Provider 2581,TNMC/74124,MHMC/78886,LIC1034595,Gynecologist,+919992380899,provider2581@hospital.com,Clinic 2581,156 Health Street,Ahmedabad,MH,520798,2022-01-01,2030-12-31,Expired,69
2582,Dr. Provider 2582,DLMC/93484,KAMC/55605,LIC7274086,Psychiatrist,+919080359380,provider2582@hospital.com,Clinic 2582,155 Health Street,Ahmedabad,KL,494429,2013-01-01,2028-12-31,Pending,81
2583,Dr. Provider 2583,APMC/10331,WBMC/57829,LIC3296374,Gynecologist,+919219586309,provider2583@hospital.com,Clinic 2583,21 Health Street,Lucknow,WB,478580,2012-01-01,2027-12-31,Pending,40
2584,Dr. Provider 2584,APMC/56040,TNMC/91866,LIC1989216,Gynecologist,+918809430838,provider2584@hospital.com,Clinic 2584,71 Health Street,Jaipur,AP,699098,2018-01-01,2029-12-31,Expired,47
2585,Dr. Provider 2585,DLMC/22089,GJMC/89579,LIC2401561,Pediatrician,+919560980882,provider2585@hospital.com,Clinic 2585,181 Health Street,Jaipur,AP,407095,2020-01-01,2030-12-31,Pending,88
2586,Dr. Provider 2586,KAMC/96911,UPMC/58664,LIC2202355,Dermatologist,+916946295274,provider2586@hospital.com,Clinic 2586,102 Health Street,Kochi,WB,534065,2015-01-01,2028-12-31,Expired,55
2587,Dr. Provider 2587,UPMC/67484,GJMC/82687,LIC8004515,Pediatrician,+917459550166,provider2587@hospital.com,Clinic 2587,145 Health Street,Delhi,GJ,632292,2021-01-01,2027-12-31,Verified,58
2588,Dr. Provider 2588,APMC/97566,UPMC/92561,LIC5497370,General Physician,+918667189395,provider2588@hospital.com,Clinic 2588,179 Health Street,Bengaluru,WB,444466,2022-01-01,2028-12-31,Verified,79
2589,Dr. Provider 2589,RJMC/54293,GJMC/69739,LIC6028501,General Physician,+918577627325,provider2589@hospital.com,Clinic 2589,165 Health Street,Lucknow,AP,444335,2013-01-01,2027-12-31,Pending,87
2590,Dr. Provider 2590,KAMC/31566,TNMC/19234,LIC7358033,General Physician,+917425415466,provider2590@hospital.com,Clinic 2590,6 Health Street,Delhi,RJ,402688,2012-01-01,2030-12-31,Pending,88
2591,Dr. Provider 2591,TNMC/68481,UPMC/99532,LIC9824262,Cardiologist,+918938397678,provider2591@hospital.com,Clinic 2591,15 Health Street,Kolkata,MH,543984,2012-01-01,2029-12-31,Pending,86
2592,Dr. Provider 2592,MHMC/15580,MHMC/40095,LIC4164229,Pediatrician,+917621062942,provider2592@hospital.com,Clinic 2592,65 Health Street,Lucknow,KL,427160,2018-01-01,2030-12-31,Pending,96
2593,Dr. Provider 2593,RJMC/20304,KLMC/06955,LIC5015592,General Physician,+918136734999,provider2593@hospital.com,Clinic 2593,187 Health Street,Lucknow,RJ,453041,2012-01-01,2025-12-31,Verified,53
2594,Dr. Provider 2594,WBMC/34614,TNMC/25388,LIC0355065,Pediatrician,+919222232176,provider2594@hospital.com,Clinic 2594,198 Health Street,Hyderabad,GJ,533303,2011-01-01,2029-12-31,Verified,48
2595,Dr. Provider 2595,DLMC/56629,WBMC/35723,LIC9101493,Cardiologist,+919395787833,provider2595@hospital.com,Clinic 2595,94 Health Street,Kochi,RJ,431649,2021-01-01,2029-12-31,Pending,67
2596,Dr. Provider 2596,WBMC/28408,WBMC/31714,LIC4021750,General Physician,+917202700530,provider2596@hospital.com,Clinic 2596,163 Health Street,Ahmedabad,DL,469396,2011-01-01,2027-12-31,Pending,44
2597,Dr. Provider 2597,MHMC/56070,KAMC/64282,LIC5704807,Cardiologist,+917956006442,provider2597@hospital.com,Clinic 2597,59 Health Street,Hyderabad,DL,570197,2016-01-01,2028-12-31,Verified,72
2598,Dr. Provider 2598,KLMC/96724,APMC/00580,LIC6707234,Dermatologist,+916449113652,provider2598@hospital.com,Clinic 2598,78 Health Street,Kochi,KL,433132,2019-01-01,2029-12-31,Pending,44
2599,Dr. Provider 2599,KAMC/86439,DLMC/90622,LIC5599478,Pediatrician,+916697709962,provider2599@hospital.com,Clinic 2599,56 Health Street,Chennai,MH,693259,2012-01-01,2028-12-31,Pending,91
2600,Dr. Provider 2600,KAMC/47418,UPMC/76384,LIC5963105,Cardiologist,+916926007748,provider2600@hospital.com,Clinic 2600,190 Health Street,Delhi,UP,662805,2014-01-01,2029-12-31,Pending,82
2601,Dr. Provider 2601,GJMC/66302,TNMC/83345,LIC0583939,Gynecologist,+918967512874,provider2601@hospital.com,Clinic 2601,76 Health Street,Lucknow,MH,476991,2013-01-01,2026-12-31,Pending,86
2602,Dr. Provider 2602,KLMC/15638,RJMC/53595,LIC4564477,Dermatologist,+919986773035,provider2602@hospital.com,Clinic 2602,72 Health Street,Delhi,WB,632929,2012-01-01,2026-12-31,Verified,73
2603,Dr. Provider 2603,DLMC/36175,APMC/01282,LIC9889866,Pediatrician,+918264129075,provider2603@hospital.com,Clinic 2603,117 Health Street,Lucknow,KA,482768,2018-01-01,2028-12-31,Expired,74
2604,Dr. Provider 2604,DLMC/46938,KLMC/95567,LIC4521159,Pediatrician,+919159851523,provider2604@hospital.com,Clinic 2604,186 Health Street,Chennai,DL,425358,2010-01-01,2027-12-31,Expired,92
2605,Dr. Provider 2605,RJMC/99838,GJMC/34052,LIC2787991,Psychiatrist,+916667073429,provider2605@hospital.com,Clinic 2605,36 Health Street,Bengaluru,RJ,693692,2010-01-01,2026-12-31,Verified,48
2606,Dr. Provider 2606,MHMC/86710,GJMC/31250,LIC8095036,General Physician,+917734410210,provider2606@hospital.com,Clinic 2606,187 Health Street,Ahmedabad,GJ,585654,2011-01-01,2027-12-31,Pending,62
2607,Dr. Provider 2607,WBMC/23727,DLMC/30415,LIC1528474,Cardiologist,+916286382890,provider2607@hospital.com,Clinic 2607,97 Health Street,Hyderabad,GJ,527639,2012-01-01,2030-12-31,Pending,78
2608,Dr. Provider 2608,GJMC/14444,APMC/65954,LIC6490242,ENT Specialist,+916279206143,provider2608@hospital.com,Clinic 2608,93 Health Street,Lucknow,MH,556446,2012-01-01,2026-12-31,Verified,42
2609,Dr. Provider 2609,WBMC/84787,WBMC/92518,LIC7712338,Cardiologist,+919521869121,provider2609@hospital.com,Clinic 2609,94 Health Street,Ahmedabad,MH,496451,2015-01-01,2027-12-31,Expired,89
2610,Dr. Provider 2610,UPMC/81097,KAMC/02815,LIC0585678,Cardiologist,+916496673708,provider2610@hospital.com,Clinic 2610,85 Health Street,Delhi,TN,549871,2017-01-01,2026-12-31,Pending,88
2611,Dr. Provider 2611,APMC/37441,APMC/20481,LIC0476576,Cardiologist,+918725081138,provider2611@hospital.com,Clinic 2611,6 Health Street,Delhi,WB,588023,2012-01-01,2029-12-31,Verified,54
2612,Dr. Provider 2612,KLMC/49442,TNMC/31397,LIC9834273,Dermatologist,+918606579896,provider2612@hospital.com,Clinic 2612,168 Health Street,Kolkata,WB,555629,2016-01-01,2025-12-31,Expired,100
2613,Dr. Provider 2613,KAMC/91579,RJMC/87831,LIC7724658,Gynecologist,+916205933921,provider2613@hospital.com,Clinic 2613,163 Health Street,Jaipur,GJ,664637,2021-01-01,2027-12-31,Pending,76
2614,Dr. Provider 2614,WBMC/18869,KAMC/60926,LIC6823731,ENT Specialist,+919967814843,provider2614@hospital.com,Clinic 2614,33 Health Street,Mumbai,GJ,473559,2013-01-01,2026-12-31,Verified,94
2615,Dr. Provider 2615,RJMC/39121,DLMC/30150,LIC5073532,Neurologist,+919301077990,provider2615@hospital.com,Clinic 2615,102 Health Street,Hyderabad,GJ,451022,2012-01-01,2030-12-31,Verified,54
2616,Dr. Provider 2616,KAMC/52361,DLMC/17986,LIC1680458,Orthopedic Surgeon,+918695022112,provider2616@hospital.com,Clinic 2616,104 Health Street,Kolkata,TN,603959,2018-01-01,2030-12-31,Pending,57
2617,Dr. Provider 2617,RJMC/26304,MHMC/60342,LIC8514018,Pediatrician,+919418150040,provider2617@hospital.com,Clinic 2617,126 Health Street,Chennai,KL,427726,2018-01-01,2028-12-31,Pending,47
2618,Dr. Provider 2618,DLMC/03266,RJMC/04607,LIC9172349,Cardiologist,+917227618768,provider2618@hospital.com,Clinic 2618,17 Health Street,Kochi,KL,639288,2020-01-01,2030-12-31,Verified,78
2619,Dr. Provider 2619,KAMC/52503,APMC/33370,LIC3368726,Gynecologist,+917320131066,provider2619@hospital.com,Clinic 2619,41 Health Street,Jaipur,KL,522203,2014-01-01,2026-12-31,Verified,88
2620,Dr. Provider 2620,GJMC/09587,KLMC/97875,LIC8589424,General Physician,+917371157624,provider2620@hospital.com,Clinic 2620,47 Health Street,Chennai,AP,695029,2012-01-01,2027-12-31,Pending,49
2621,Dr. Provider 2621,WBMC/09865,TNMC/06681,LIC7289211,Gynecologist,+918821843973,provider2621@hospital.com,Clinic 2621,32 Health Street,Chennai,RJ,446436,2011-01-01,2026-12-31,Expired,86
2622,Dr. Provider 2622,DLMC/12822,GJMC/12889,LIC6481138,Cardiologist,+918138358107,provider2622@hospital.com,Clinic 2622,90 Health Street,Hyderabad,AP,580565,2019-01-01,2027-12-31,Verified,90
2623,Dr. Provider 2623,KLMC/24861,MHMC/20492,LIC2129951,Dermatologist,+919214023253,provider2623@hospital.com,Clinic 2623,104 Health Street,Mumbai,UP,517978,2013-01-01,2027-12-31,Verified,89
2624,Dr. Provider 2624,KAMC/83133,APMC/32573,LIC6895076,Dermatologist,+918727319111,provider2624@hospital.com,Clinic 2624,132 Health Street,Chennai,DL,578364,2022-01-01,2025-12-31,Verified,51
2625,Dr. Provider 2625,KAMC/55243,UPMC/47656,LIC5417445,Gynecologist,+919351310133,provider2625@hospital.com,Clinic 2625,169 Health Street,Kochi,UP,622800,2022-01-01,2027-12-31,Expired,45
2626,Dr. Provider 2626,TNMC/61099,GJMC/03588,LIC0615567,Gynecologist,+919693305048,provider2626@hospital.com,Clinic 2626,191 Health Street,Bengaluru,KL,632204,2020-01-01,2028-12-31,Expired,80
2627,Dr. Provider 2627,WBMC/06500,GJMC/93333,LIC2189005,Cardiologist,+917744983270,provider2627@hospital.com,Clinic 2627,164 Health Street,Jaipur,AP,678470,2014-01-01,2027-12-31,Expired,53
2628,Dr. Provider 2628,UPMC/81442,UPMC/12401,LIC0135365,Pediatrician,+919877553478,provider2628@hospital.com,Clinic 2628,88 Health Street,Kochi,UP,417535,2011-01-01,2029-12-31,Verified,91
2629,Dr. Provider 2629,RJMC/69529,WBMC/95885,LIC6517935,ENT Specialist,+919320106042,provider2629@hospital.com,Clinic 2629,10 Health Street,Lucknow,WB,565377,2013-01-01,2027-12-31,Verified,56
2630,Dr. Provider 2630,GJMC/60326,WBMC/34080,LIC2748475,Orthopedic Surgeon,+917280943867,provider2630@hospital.com,Clinic 2630,48 Health Street,Lucknow,UP,584060,2020-01-01,2030-12-31,Pending,85
2631,Dr. Provider 2631,GJMC/13315,KLMC/06611,LIC3381278,ENT Specialist,+918713501021,provider2631@hospital.com,Clinic 2631,120 Health Street,Jaipur,RJ,491568,2010-01-01,2030-12-31,Pending,73
2632,Dr. Provider 2632,APMC/21572,RJMC/20192,LIC8600878,Pediatrician,+916628024420,provider2632@hospital.com,Clinic 2632,195 Health Street,Ahmedabad,RJ,508859,2010-01-01,2029-12-31,Verified,47
2633,Dr. Provider 2633,DLMC/77523,UPMC/21864,LIC3138669,General Physician,+919906047744,provider2633@hospital.com,Clinic 2633,48 Health Street,Delhi,UP,533702,2016-01-01,2029-12-31,Verified,69
2634,Dr. Provider 2634,UPMC/01773,DLMC/49998,LIC1892190,Cardiologist,+918100925948,provider2634@hospital.com,Clinic 2634,25 Health Street,Kolkata,UP,482566,2013-01-01,2027-12-31,Expired,75
2635,Dr. Provider 2635,MHMC/40451,KLMC/17299,LIC4017736,General Physician,+919771835813,provider2635@hospital.com,Clinic 2635,110 Health Street,Delhi,WB,615730,2012-01-01,2028-12-31,Pending,59
2636,Dr. Provider 2636,MHMC/13973,KLMC/93447,LIC0942064,General Physician,+918696768851,provider2636@hospital.com,Clinic 2636,7 Health Street,Jaipur,TN,600478,2017-01-01,2025-12-31,Verified,84
2637,Dr. Provider 2637,GJMC/47149,KLMC/81225,LIC4436687,Neurologist,+917419311026,provider2637@hospital.com,Clinic 2637,153 Health Street,Mumbai,WB,692627,2011-01-01,2028-12-31,Verified,68
2638,Dr. Provider 2638,APMC/80794,GJMC/40773,LIC5134604,Cardiologist,+916166609009,provider2638@hospital.com,Clinic 2638,169 Health Street,Kochi,KL,569254,2010-01-01,2030-12-31,Expired,68
